OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
OD011694,O03218,P0188,2,320.71,641.42
OD011695,O08479,P0054,4,297.52,1190.08
OD011696,O19117,P0160,4,312.31,1249.24
OD011697,O11767,P0042,1,313.18,313.18
OD011698,O09225,P0068,4,368.39,1473.56
OD011699,O08269,P0086,3,382.17,1146.51
OD011700,O02220,P0159,2,473.08,946.16
OD011701,O08868,P0154,3,207.17,621.51
OD011702,O02121,P0041,4,500.86,2003.44
OD011703,O10417,P0040,4,177.49,709.96
OD011704,O03507,P0091,3,66.57,199.71
OD011705,O08104,P0139,5,507.54,2537.7
OD011706,O07593,P0038,1,162.92,162.92
OD011707,O15431,P0070,5,586.6,2933.0
OD011708,O07208,P0142,1,303.12,303.12
OD011709,O05633,P0056,1,516.74,516.74
OD011710,O14106,P0011,3,216.91,650.73
OD011711,O10619,P0147,5,561.52,2807.6
OD011712,O13315,P0124,5,483.43,2417.15
OD011713,O15095,P0127,5,290.85,1454.25
OD011714,O07392,P0018,1,278.04,278.04
OD011715,O03532,P0054,2,297.52,595.04
OD011716,O08279,P0064,1,181.82,181.82
OD011717,O04052,P0157,1,117.69,117.69
OD011718,O04944,P0101,3,251.11,753.33
OD011719,O17763,P0094,2,239.61,479.22
OD011720,O05720,P0106,5,64.16,320.8
OD011721,O04971,P0033,4,62.77,251.08
OD011722,O09312,P0028,3,370.0,1110.0
OD011723,O09907,P0015,4,356.28,1425.12
OD011724,O16343,P0134,3,317.66,952.98
OD011725,O14685,P0008,1,223.46,223.46
OD011726,O04161,P0014,5,520.3,2601.5
OD011727,O16622,P0052,5,591.27,2956.35
OD011728,O11556,P0023,3,444.86,1334.58
OD011729,O03437,P0057,5,185.42,927.1
OD011730,O03829,P0037,3,142.32,426.96
OD011731,O15638,P0068,4,368.39,1473.56
OD011732,O05618,P0089,3,535.94,1607.82
OD011733,O11733,P0150,2,251.01,502.02
OD011734,O08837,P0183,3,253.2,759.6
OD011735,O01025,P0167,2,265.03,530.06
OD011736,O15104,P0089,1,535.94,535.94
OD011737,O06922,P0044,3,391.56,1174.68
OD011738,O00531,P0167,1,265.03,265.03
OD011739,O11282,P0117,3,399.85,1199.55
OD011740,O08590,P0144,1,254.25,254.25
OD011741,O15943,P0081,1,580.49,580.49
OD011742,O06726,P0046,2,499.38,998.76
OD011743,O16378,P0122,4,324.25,1297.0
OD011744,O19373,P0164,1,216.61,216.61
OD011745,O16442,P0023,2,444.86,889.72
OD011746,O10774,P0039,4,498.62,1994.48
OD011747,O10049,P0089,3,535.94,1607.82
OD011748,O17625,P0002,2,478.19,956.38
OD011749,O17409,P0103,4,12.08,48.32
OD011750,O05720,P0151,1,500.53,500.53
OD011751,O19275,P0048,3,449.27,1347.81
OD011752,O15029,P0088,3,120.47,361.41
OD011753,O02057,P0105,1,215.98,215.98
OD011754,O05620,P0028,3,370.0,1110.0
OD011755,O17828,P0179,2,115.48,230.96
OD011756,O19461,P0090,3,281.38,844.14
OD011757,O15764,P0039,1,498.62,498.62
OD011758,O05011,P0131,2,334.29,668.58
OD011759,O14450,P0054,5,297.52,1487.6
OD011760,O04791,P0088,2,120.47,240.94
OD011761,O18386,P0116,4,86.56,346.24
OD011762,O19152,P0143,3,194.05,582.15
OD011763,O08798,P0099,5,122.28,611.4
OD011764,O18573,P0126,5,478.08,2390.4
OD011765,O12096,P0193,5,489.97,2449.85
OD011766,O04065,P0085,2,521.62,1043.24
OD011767,O15567,P0085,2,521.62,1043.24
OD011768,O01145,P0147,3,561.52,1684.56
OD011769,O08658,P0182,2,66.9,133.8
OD011770,O11423,P0161,1,254.55,254.55
OD011771,O17653,P0042,1,313.18,313.18
OD011772,O13206,P0036,2,160.41,320.82
OD011773,O01341,P0127,1,290.85,290.85
OD011774,O15257,P0137,5,48.56,242.8
OD011775,O08558,P0011,2,216.91,433.82
OD011776,O02817,P0148,3,96.04,288.12
OD011777,O09618,P0030,5,519.2,2596.0
OD011778,O06627,P0195,4,512.77,2051.08
OD011779,O01125,P0047,5,316.43,1582.15
OD011780,O17805,P0067,4,74.72,298.88
OD011781,O12600,P0063,1,397.44,397.44
OD011782,O17841,P0002,2,478.19,956.38
OD011783,O02241,P0143,3,194.05,582.15
OD011784,O07744,P0038,4,162.92,651.68
OD011785,O04933,P0171,4,250.72,1002.88
OD011786,O01497,P0153,5,416.39,2081.95
OD011787,O15223,P0092,2,410.4,820.8
OD011788,O01209,P0051,3,516.1,1548.3
OD011789,O12951,P0181,1,137.94,137.94
OD011790,O10623,P0055,3,146.64,439.92
OD011791,O12038,P0082,5,71.82,359.1
OD011792,O17260,P0075,5,269.25,1346.25
OD011793,O13261,P0086,2,382.17,764.34
OD011794,O17173,P0098,4,246.17,984.68
OD011795,O03961,P0027,5,344.79,1723.95
OD011796,O08479,P0187,5,281.72,1408.6
OD011797,O16904,P0002,1,478.19,478.19
OD011798,O19497,P0125,3,258.01,774.03
OD011799,O12900,P0171,1,250.72,250.72
OD011800,O16810,P0177,5,328.46,1642.3
OD011801,O11830,P0130,4,471.59,1886.36
OD011802,O01390,P0022,3,343.21,1029.63
OD011803,O06560,P0074,1,282.73,282.73
OD011804,O18172,P0120,3,177.82,533.46
OD011805,O15167,P0170,2,359.24,718.48
OD011806,O06902,P0044,4,391.56,1566.24
OD011807,O19873,P0091,3,66.57,199.71
OD011808,O10581,P0180,1,47.57,47.57
OD011809,O16769,P0179,1,115.48,115.48
OD011810,O09863,P0022,4,343.21,1372.84
OD011811,O06702,P0112,4,423.38,1693.52
OD011812,O04146,P0184,5,428.53,2142.65
OD011813,O00297,P0041,3,500.86,1502.58
OD011814,O09406,P0008,3,223.46,670.38
OD011815,O19084,P0052,3,591.27,1773.81
OD011816,O04903,P0030,3,519.2,1557.6
OD011817,O03053,P0135,3,529.51,1588.53
OD011818,O07370,P0108,2,128.73,257.46
OD011819,O14847,P0067,3,74.72,224.16
OD011820,O04410,P0056,3,516.74,1550.22
OD011821,O18319,P0103,4,12.08,48.32
OD011822,O12193,P0100,3,170.87,512.61
OD011823,O19144,P0099,3,122.28,366.84
OD011824,O02745,P0012,5,497.52,2487.6
OD011825,O16642,P0056,4,516.74,2066.96
OD011826,O13186,P0062,3,354.7,1064.1
OD011827,O10225,P0186,1,101.22,101.22
OD011828,O15746,P0017,1,174.46,174.46
OD011829,O08269,P0187,3,281.72,845.16
OD011830,O14646,P0193,4,489.97,1959.88
OD011831,O12683,P0089,4,535.94,2143.76
OD011832,O17479,P0145,3,259.84,779.52
OD011833,O11794,P0005,2,168.41,336.82
OD011834,O00520,P0174,4,270.27,1081.08
OD011835,O07300,P0042,1,313.18,313.18
OD011836,O07227,P0152,3,373.01,1119.03
OD011837,O02238,P0112,1,423.38,423.38
OD011838,O12331,P0058,5,451.98,2259.9
OD011839,O09198,P0066,1,318.12,318.12
OD011840,O14403,P0163,1,240.44,240.44
OD011841,O17949,P0058,5,451.98,2259.9
OD011842,O14605,P0176,3,250.73,752.19
OD011843,O00671,P0010,5,514.44,2572.2
OD011844,O17076,P0103,5,12.08,60.4
OD011845,O18703,P0144,1,254.25,254.25
OD011846,O01392,P0048,2,449.27,898.54
OD011847,O15096,P0095,4,402.16,1608.64
OD011848,O17342,P0167,2,265.03,530.06
OD011849,O14333,P0115,3,590.53,1771.59
OD011850,O12496,P0079,4,74.97,299.88
OD011851,O16064,P0085,1,521.62,521.62
OD011852,O16664,P0169,4,251.02,1004.08
OD011853,O13850,P0018,4,278.04,1112.16
OD011854,O00054,P0176,5,250.73,1253.65
OD011855,O11992,P0030,4,519.2,2076.8
OD011856,O16443,P0076,1,313.94,313.94
OD011857,O12722,P0080,5,562.55,2812.75
OD011858,O18642,P0153,2,416.39,832.78
OD011859,O05314,P0145,5,259.84,1299.2
OD011860,O11275,P0187,5,281.72,1408.6
OD011861,O02810,P0193,3,489.97,1469.91
OD011862,O14551,P0025,2,209.5,419.0
OD011863,O12255,P0026,5,526.93,2634.65
OD011864,O12506,P0073,1,171.9,171.9
OD011865,O18137,P0107,4,318.81,1275.24
OD011866,O15502,P0004,3,101.47,304.41
OD011867,O05533,P0063,5,397.44,1987.2
OD011868,O17863,P0098,4,246.17,984.68
OD011869,O03209,P0190,5,554.5,2772.5
OD011870,O16956,P0097,5,181.76,908.8
OD011871,O05620,P0089,1,535.94,535.94
OD011872,O17821,P0049,3,524.2,1572.6
OD011873,O19154,P0030,2,519.2,1038.4
OD011874,O09730,P0024,3,283.22,849.66
OD011875,O19517,P0039,5,498.62,2493.1
OD011876,O05268,P0155,1,325.81,325.81
OD011877,O06420,P0200,5,378.2,1891.0
OD011878,O09686,P0044,3,391.56,1174.68
OD011879,O06857,P0164,2,216.61,433.22
OD011880,O15419,P0028,5,370.0,1850.0
OD011881,O06714,P0007,5,416.37,2081.85
OD011882,O11492,P0007,1,416.37,416.37
OD011883,O10204,P0157,2,117.69,235.38
OD011884,O06295,P0132,2,504.41,1008.82
OD011885,O08290,P0079,4,74.97,299.88
OD011886,O05917,P0068,3,368.39,1105.17
OD011887,O15655,P0086,4,382.17,1528.68
OD011888,O17474,P0122,3,324.25,972.75
OD011889,O03460,P0048,5,449.27,2246.35
OD011890,O16370,P0145,3,259.84,779.52
OD011891,O04659,P0085,5,521.62,2608.1
OD011892,O07298,P0191,3,129.56,388.68
OD011893,O07215,P0035,3,427.56,1282.68
OD011894,O09526,P0046,4,499.38,1997.52
OD011895,O14850,P0152,1,373.01,373.01
OD011896,O16302,P0067,1,74.72,74.72
OD011897,O03142,P0166,2,300.35,600.7
OD011898,O19109,P0056,1,516.74,516.74
OD011899,O18480,P0042,3,313.18,939.54
OD011900,O00160,P0082,2,71.82,143.64
OD011901,O15616,P0091,1,66.57,66.57
OD011902,O05142,P0083,1,160.78,160.78
OD011903,O06157,P0149,2,477.67,955.34
OD011904,O18327,P0155,5,325.81,1629.05
OD011905,O18433,P0007,4,416.37,1665.48
OD011906,O14947,P0059,3,114.52,343.56
OD011907,O09308,P0007,2,416.37,832.74
OD011908,O00110,P0080,4,562.55,2250.2
OD011909,O02755,P0081,1,580.49,580.49
OD011910,O09497,P0139,1,507.54,507.54
OD011911,O12129,P0012,2,497.52,995.04
OD011912,O15542,P0113,4,347.57,1390.28
OD011913,O12824,P0192,1,587.12,587.12
OD011914,O10987,P0040,2,177.49,354.98
OD011915,O05122,P0098,2,246.17,492.34
OD011916,O07989,P0117,3,399.85,1199.55
OD011917,O18597,P0185,1,279.65,279.65
OD011918,O09338,P0141,4,306.72,1226.88
OD011919,O16908,P0190,1,554.5,554.5
OD011920,O00469,P0116,4,86.56,346.24
OD011921,O17718,P0086,5,382.17,1910.85
OD011922,O19666,P0169,2,251.02,502.04
OD011923,O01317,P0138,4,400.8,1603.2
OD011924,O01952,P0116,1,86.56,86.56
OD011925,O04247,P0133,3,346.74,1040.22
OD011926,O01245,P0020,3,377.41,1132.23
OD011927,O13032,P0023,3,444.86,1334.58
OD011928,O06383,P0113,2,347.57,695.14
OD011929,O14727,P0153,3,416.39,1249.17
OD011930,O09005,P0114,4,352.5,1410.0
OD011931,O07200,P0050,5,430.99,2154.95
OD011932,O19215,P0115,1,590.53,590.53
OD011933,O18081,P0086,4,382.17,1528.68
OD011934,O01480,P0096,4,501.09,2004.36
OD011935,O02511,P0048,1,449.27,449.27
OD011936,O15568,P0081,2,580.49,1160.98
OD011937,O11872,P0194,2,548.36,1096.72
OD011938,O11349,P0196,2,226.95,453.9
OD011939,O13163,P0155,2,325.81,651.62
OD011940,O06371,P0006,3,549.08,1647.24
OD011941,O10739,P0021,2,290.75,581.5
OD011942,O16588,P0105,4,215.98,863.92
OD011943,O03583,P0123,5,100.49,502.45
OD011944,O06439,P0045,3,79.84,239.52
OD011945,O19203,P0089,4,535.94,2143.76
OD011946,O15985,P0179,3,115.48,346.44
OD011947,O12599,P0116,4,86.56,346.24
OD011948,O14507,P0156,5,169.31,846.55
OD011949,O11170,P0105,2,215.98,431.96
OD011950,O09817,P0099,2,122.28,244.56
OD011951,O04079,P0004,1,101.47,101.47
OD011952,O09040,P0146,1,294.49,294.49
OD011953,O05645,P0144,5,254.25,1271.25
OD011954,O12907,P0055,3,146.64,439.92
OD011955,O16374,P0155,3,325.81,977.43
OD011956,O16177,P0197,2,511.01,1022.02
OD011957,O06996,P0079,3,74.97,224.91
OD011958,O09299,P0152,4,373.01,1492.04
OD011959,O03823,P0102,1,156.97,156.97
OD011960,O00614,P0093,5,524.41,2622.05
OD011961,O06063,P0132,1,504.41,504.41
OD011962,O11366,P0057,4,185.42,741.68
OD011963,O05212,P0188,4,320.71,1282.84
OD011964,O07643,P0166,1,300.35,300.35
OD011965,O09750,P0101,4,251.11,1004.44
OD011966,O02382,P0124,4,483.43,1933.72
OD011967,O04822,P0104,5,342.08,1710.4
OD011968,O13937,P0163,3,240.44,721.32
OD011969,O14524,P0133,5,346.74,1733.7
OD011970,O18591,P0057,1,185.42,185.42
OD011971,O15660,P0016,5,34.47,172.35
OD011972,O16401,P0178,5,268.6,1343.0
OD011973,O04433,P0065,3,62.97,188.91
OD011974,O00547,P0102,3,156.97,470.91
OD011975,O01472,P0147,3,561.52,1684.56
OD011976,O06721,P0102,3,156.97,470.91
OD011977,O18213,P0093,1,524.41,524.41
OD011978,O04620,P0100,2,170.87,341.74
OD011979,O06347,P0130,5,471.59,2357.95
OD011980,O11985,P0082,3,71.82,215.46
OD011981,O18605,P0058,2,451.98,903.96
OD011982,O16269,P0180,3,47.57,142.71
OD011983,O17684,P0035,2,427.56,855.12
OD011984,O18674,P0120,1,177.82,177.82
OD011985,O03332,P0142,1,303.12,303.12
OD011986,O08791,P0020,3,377.41,1132.23
OD011987,O12298,P0138,2,400.8,801.6
OD011988,O02299,P0138,4,400.8,1603.2
OD011989,O16152,P0101,2,251.11,502.22
OD011990,O18363,P0068,5,368.39,1841.95
OD011991,O15528,P0195,4,512.77,2051.08
OD011992,O02949,P0200,5,378.2,1891.0
OD011993,O09908,P0026,4,526.93,2107.72
OD011994,O11339,P0127,4,290.85,1163.4
OD011995,O14163,P0178,2,268.6,537.2
OD011996,O01856,P0146,5,294.49,1472.45
OD011997,O01747,P0059,1,114.52,114.52
OD011998,O08890,P0180,1,47.57,47.57
OD011999,O12399,P0197,2,511.01,1022.02
OD012000,O06953,P0102,3,156.97,470.91
OD012001,O18233,P0024,2,283.22,566.44
OD012002,O08263,P0007,4,416.37,1665.48
OD012003,O17609,P0054,4,297.52,1190.08
OD012004,O00826,P0132,1,504.41,504.41
OD012005,O02206,P0096,2,501.09,1002.18
OD012006,O19291,P0078,3,259.24,777.72
OD012007,O10602,P0157,4,117.69,470.76
OD012008,O19594,P0053,5,329.99,1649.95
OD012009,O00392,P0117,4,399.85,1599.4
OD012010,O08951,P0038,4,162.92,651.68
OD012011,O15301,P0122,1,324.25,324.25
OD012012,O10315,P0045,2,79.84,159.68
OD012013,O17450,P0135,3,529.51,1588.53
OD012014,O10169,P0044,3,391.56,1174.68
OD012015,O08695,P0044,1,391.56,391.56
OD012016,O16025,P0011,2,216.91,433.82
OD012017,O16796,P0074,1,282.73,282.73
OD012018,O02502,P0073,5,171.9,859.5
OD012019,O16828,P0046,4,499.38,1997.52
OD012020,O04777,P0132,5,504.41,2522.05
OD012021,O13550,P0108,1,128.73,128.73
OD012022,O04506,P0106,1,64.16,64.16
OD012023,O13605,P0178,4,268.6,1074.4
OD012024,O01594,P0055,3,146.64,439.92
OD012025,O17432,P0002,1,478.19,478.19
OD012026,O17688,P0198,3,79.79,239.37
OD012027,O01554,P0033,5,62.77,313.85
OD012028,O06000,P0199,1,568.56,568.56
OD012029,O19557,P0153,2,416.39,832.78
OD012030,O03586,P0184,3,428.53,1285.59
OD012031,O08054,P0114,4,352.5,1410.0
OD012032,O02393,P0198,1,79.79,79.79
OD012033,O19225,P0106,5,64.16,320.8
OD012034,O04321,P0118,5,199.52,997.6
OD012035,O02778,P0043,4,392.36,1569.44
OD012036,O00778,P0016,2,34.47,68.94
OD012037,O03797,P0113,4,347.57,1390.28
OD012038,O00583,P0191,1,129.56,129.56
OD012039,O19087,P0071,3,146.86,440.58
OD012040,O16595,P0074,3,282.73,848.19
OD012041,O12283,P0102,3,156.97,470.91
OD012042,O14521,P0093,1,524.41,524.41
OD012043,O06602,P0020,3,377.41,1132.23
OD012044,O03948,P0177,4,328.46,1313.84
OD012045,O02360,P0116,1,86.56,86.56
OD012046,O09682,P0186,5,101.22,506.1
OD012047,O19398,P0178,3,268.6,805.8
OD012048,O09868,P0033,3,62.77,188.31
OD012049,O03762,P0090,1,281.38,281.38
OD012050,O08387,P0073,2,171.9,343.8
OD012051,O05335,P0126,2,478.08,956.16
OD012052,O05602,P0053,3,329.99,989.97
OD012053,O08910,P0118,4,199.52,798.08
OD012054,O12049,P0014,1,520.3,520.3
OD012055,O19140,P0038,3,162.92,488.76
OD012056,O00124,P0137,4,48.56,194.24
OD012057,O06311,P0005,4,168.41,673.64
OD012058,O02525,P0106,3,64.16,192.48
OD012059,O00640,P0106,3,64.16,192.48
OD012060,O02996,P0006,1,549.08,549.08
OD012061,O17366,P0194,2,548.36,1096.72
OD012062,O14848,P0193,1,489.97,489.97
OD012063,O05523,P0112,3,423.38,1270.14
OD012064,O03605,P0199,3,568.56,1705.68
OD012065,O07835,P0088,4,120.47,481.88
OD012066,O11734,P0052,1,591.27,591.27
OD012067,O15374,P0145,4,259.84,1039.36
OD012068,O01495,P0041,5,500.86,2504.3
OD012069,O04002,P0144,5,254.25,1271.25
OD012070,O19120,P0165,4,256.81,1027.24
OD012071,O18528,P0007,3,416.37,1249.11
OD012072,O07375,P0149,4,477.67,1910.68
OD012073,O16433,P0097,2,181.76,363.52
OD012074,O07730,P0027,3,344.79,1034.37
OD012075,O13006,P0150,5,251.01,1255.05
OD012076,O03746,P0130,3,471.59,1414.77
OD012077,O13959,P0086,3,382.17,1146.51
OD012078,O05915,P0194,4,548.36,2193.44
OD012079,O03999,P0007,3,416.37,1249.11
OD012080,O06504,P0132,5,504.41,2522.05
OD012081,O01277,P0199,2,568.56,1137.12
OD012082,O15091,P0040,2,177.49,354.98
OD012083,O00011,P0049,2,524.2,1048.4
OD012084,O13886,P0042,4,313.18,1252.72
OD012085,O05554,P0068,5,368.39,1841.95
OD012086,O07214,P0086,3,382.17,1146.51
OD012087,O01284,P0061,2,164.97,329.94
OD012088,O03594,P0165,3,256.81,770.43
OD012089,O19504,P0168,2,417.68,835.36
OD012090,O10269,P0166,2,300.35,600.7
OD012091,O06855,P0181,4,137.94,551.76
OD012092,O03934,P0070,3,586.6,1759.8
OD012093,O10558,P0006,1,549.08,549.08
OD012094,O11768,P0009,4,475.89,1903.56
OD012095,O17722,P0094,2,239.61,479.22
OD012096,O01274,P0085,2,521.62,1043.24
OD012097,O08010,P0035,4,427.56,1710.24
OD012098,O16132,P0051,5,516.1,2580.5
OD012099,O08712,P0112,1,423.38,423.38
OD012100,O19343,P0053,2,329.99,659.98
OD012101,O13115,P0047,1,316.43,316.43
OD012102,O01641,P0088,5,120.47,602.35
OD012103,O08050,P0030,1,519.2,519.2
OD012104,O01967,P0080,1,562.55,562.55
OD012105,O19889,P0021,5,290.75,1453.75
OD012106,O12507,P0155,4,325.81,1303.24
OD012107,O03943,P0076,3,313.94,941.82
OD012108,O19444,P0114,1,352.5,352.5
OD012109,O09846,P0143,1,194.05,194.05
OD012110,O07034,P0044,2,391.56,783.12
OD012111,O08919,P0087,5,523.1,2615.5
OD012112,O08921,P0123,2,100.49,200.98
OD012113,O08211,P0070,3,586.6,1759.8
OD012114,O09500,P0114,1,352.5,352.5
OD012115,O11619,P0144,4,254.25,1017.0
OD012116,O09572,P0066,1,318.12,318.12
OD012117,O13381,P0050,3,430.99,1292.97
OD012118,O04856,P0026,1,526.93,526.93
OD012119,O13924,P0073,3,171.9,515.7
OD012120,O09271,P0159,1,473.08,473.08
OD012121,O14951,P0141,3,306.72,920.16
OD012122,O15789,P0183,2,253.2,506.4
OD012123,O18093,P0154,3,207.17,621.51
OD012124,O19163,P0103,4,12.08,48.32
OD012125,O16265,P0001,5,409.01,2045.05
OD012126,O08099,P0076,5,313.94,1569.7
OD012127,O10138,P0008,4,223.46,893.84
OD012128,O18789,P0148,4,96.04,384.16
OD012129,O09302,P0162,2,80.7,161.4
OD012130,O17036,P0134,1,317.66,317.66
OD012131,O19509,P0171,5,250.72,1253.6
OD012132,O19833,P0171,1,250.72,250.72
OD012133,O12579,P0089,2,535.94,1071.88
OD012134,O11955,P0122,2,324.25,648.5
OD012135,O15339,P0131,2,334.29,668.58
OD012136,O15387,P0012,1,497.52,497.52
OD012137,O10108,P0053,3,329.99,989.97
OD012138,O11369,P0085,5,521.62,2608.1
OD012139,O06016,P0150,3,251.01,753.03
OD012140,O03578,P0128,1,544.24,544.24
OD012141,O04509,P0153,3,416.39,1249.17
OD012142,O07793,P0181,3,137.94,413.82
OD012143,O12649,P0102,5,156.97,784.85
OD012144,O07846,P0173,5,336.58,1682.9
OD012145,O11425,P0007,2,416.37,832.74
OD012146,O13957,P0161,5,254.55,1272.75
OD012147,O03563,P0090,3,281.38,844.14
OD012148,O12535,P0014,5,520.3,2601.5
OD012149,O08544,P0032,3,434.51,1303.53
OD012150,O06128,P0143,5,194.05,970.25
OD012151,O18704,P0036,4,160.41,641.64
OD012152,O08483,P0038,3,162.92,488.76
OD012153,O04247,P0173,3,336.58,1009.74
OD012154,O17467,P0144,4,254.25,1017.0
OD012155,O16338,P0182,3,66.9,200.7
OD012156,O15245,P0099,5,122.28,611.4
OD012157,O04159,P0195,4,512.77,2051.08
OD012158,O10481,P0057,5,185.42,927.1
OD012159,O10187,P0178,3,268.6,805.8
OD012160,O18225,P0014,2,520.3,1040.6
OD012161,O02769,P0145,1,259.84,259.84
OD012162,O05597,P0091,1,66.57,66.57
OD012163,O09185,P0038,3,162.92,488.76
OD012164,O15569,P0088,1,120.47,120.47
OD012165,O01359,P0159,3,473.08,1419.24
OD012166,O14417,P0093,2,524.41,1048.82
OD012167,O04814,P0165,2,256.81,513.62
OD012168,O02759,P0099,1,122.28,122.28
OD012169,O14169,P0053,2,329.99,659.98
OD012170,O04770,P0079,4,74.97,299.88
OD012171,O16832,P0066,4,318.12,1272.48
OD012172,O02710,P0089,4,535.94,2143.76
OD012173,O05920,P0121,1,491.35,491.35
OD012174,O05438,P0075,4,269.25,1077.0
OD012175,O15485,P0001,1,409.01,409.01
OD012176,O15397,P0060,1,327.36,327.36
OD012177,O00467,P0124,5,483.43,2417.15
OD012178,O02828,P0121,4,491.35,1965.4
OD012179,O06895,P0045,3,79.84,239.52
OD012180,O14534,P0105,3,215.98,647.94
OD012181,O03839,P0125,4,258.01,1032.04
OD012182,O17129,P0181,5,137.94,689.7
OD012183,O19499,P0196,1,226.95,226.95
OD012184,O14417,P0104,2,342.08,684.16
OD012185,O10270,P0194,5,548.36,2741.8
OD012186,O19738,P0102,5,156.97,784.85
OD012187,O10589,P0004,5,101.47,507.35
OD012188,O00298,P0159,3,473.08,1419.24
OD012189,O13272,P0123,2,100.49,200.98
OD012190,O12274,P0141,4,306.72,1226.88
OD012191,O18980,P0057,1,185.42,185.42
OD012192,O17409,P0192,2,587.12,1174.24
OD012193,O08248,P0124,1,483.43,483.43
OD012194,O09302,P0128,4,544.24,2176.96
OD012195,O06844,P0109,1,415.03,415.03
OD012196,O12276,P0191,4,129.56,518.24
OD012197,O18101,P0034,2,379.93,759.86
OD012198,O02652,P0034,5,379.93,1899.65
OD012199,O07205,P0157,4,117.69,470.76
OD012200,O18671,P0142,2,303.12,606.24
OD012201,O04763,P0015,5,356.28,1781.4
OD012202,O10280,P0059,3,114.52,343.56
OD012203,O05445,P0138,3,400.8,1202.4
OD012204,O06186,P0035,3,427.56,1282.68
OD012205,O06212,P0019,1,320.63,320.63
OD012206,O18697,P0182,3,66.9,200.7
OD012207,O12779,P0140,1,28.02,28.02
OD012208,O08854,P0198,2,79.79,159.58
OD012209,O17603,P0172,4,292.58,1170.32
OD012210,O10201,P0193,5,489.97,2449.85
OD012211,O04820,P0151,3,500.53,1501.59
OD012212,O07335,P0170,4,359.24,1436.96
OD012213,O17572,P0152,1,373.01,373.01
OD012214,O08408,P0145,1,259.84,259.84
OD012215,O18006,P0148,3,96.04,288.12
OD012216,O18687,P0192,1,587.12,587.12
OD012217,O04162,P0135,5,529.51,2647.55
OD012218,O07661,P0054,4,297.52,1190.08
OD012219,O02890,P0141,1,306.72,306.72
OD012220,O17629,P0080,1,562.55,562.55
OD012221,O07876,P0043,1,392.36,392.36
OD012222,O14700,P0158,2,63.81,127.62
OD012223,O19006,P0197,3,511.01,1533.03
OD012224,O07638,P0114,2,352.5,705.0
OD012225,O13094,P0037,5,142.32,711.6
OD012226,O10432,P0124,5,483.43,2417.15
OD012227,O18529,P0012,4,497.52,1990.08
OD012228,O13733,P0069,4,53.5,214.0
OD012229,O05209,P0136,2,226.1,452.2
OD012230,O14501,P0167,2,265.03,530.06
OD012231,O15608,P0151,2,500.53,1001.06
OD012232,O17210,P0047,4,316.43,1265.72
OD012233,O01411,P0023,3,444.86,1334.58
OD012234,O06215,P0010,1,514.44,514.44
OD012235,O12779,P0067,4,74.72,298.88
OD012236,O00632,P0130,1,471.59,471.59
OD012237,O00122,P0183,4,253.2,1012.8
OD012238,O10456,P0139,5,507.54,2537.7
OD012239,O06711,P0095,5,402.16,2010.8
OD012240,O17665,P0042,5,313.18,1565.9
OD012241,O09276,P0020,1,377.41,377.41
OD012242,O10917,P0045,5,79.84,399.2
OD012243,O02862,P0103,2,12.08,24.16
OD012244,O06337,P0195,2,512.77,1025.54
OD012245,O06042,P0196,5,226.95,1134.75
OD012246,O10211,P0083,2,160.78,321.56
OD012247,O02005,P0200,3,378.2,1134.6
OD012248,O02345,P0017,1,174.46,174.46
OD012249,O18775,P0067,4,74.72,298.88
OD012250,O05879,P0135,2,529.51,1059.02
OD012251,O05028,P0016,3,34.47,103.41
OD012252,O11335,P0012,2,497.52,995.04
OD012253,O12208,P0050,5,430.99,2154.95
OD012254,O17488,P0140,5,28.02,140.1
OD012255,O18415,P0028,4,370.0,1480.0
OD012256,O12025,P0034,2,379.93,759.86
OD012257,O05190,P0197,3,511.01,1533.03
OD012258,O05019,P0020,1,377.41,377.41
OD012259,O16598,P0076,4,313.94,1255.76
OD012260,O08856,P0142,3,303.12,909.36
OD012261,O13441,P0188,5,320.71,1603.55
OD012262,O13001,P0067,4,74.72,298.88
OD012263,O17976,P0006,2,549.08,1098.16
OD012264,O01200,P0187,2,281.72,563.44
OD012265,O17908,P0043,4,392.36,1569.44
OD012266,O17550,P0010,4,514.44,2057.76
OD012267,O11650,P0077,5,141.31,706.55
OD012268,O17167,P0141,2,306.72,613.44
OD012269,O14323,P0107,1,318.81,318.81
OD012270,O01334,P0192,2,587.12,1174.24
OD012271,O02622,P0075,2,269.25,538.5
OD012272,O02539,P0144,5,254.25,1271.25
OD012273,O08791,P0114,1,352.5,352.5
OD012274,O14383,P0026,2,526.93,1053.86
OD012275,O08109,P0132,3,504.41,1513.23
OD012276,O07631,P0080,5,562.55,2812.75
OD012277,O09629,P0154,5,207.17,1035.85
OD012278,O18598,P0042,5,313.18,1565.9
OD012279,O10091,P0103,2,12.08,24.16
OD012280,O00193,P0098,5,246.17,1230.85
OD012281,O16432,P0140,2,28.02,56.04
OD012282,O06256,P0151,5,500.53,2502.65
OD012283,O04622,P0103,5,12.08,60.4
OD012284,O19279,P0082,4,71.82,287.28
OD012285,O09450,P0024,4,283.22,1132.88
OD012286,O02415,P0076,3,313.94,941.82
OD012287,O03236,P0087,2,523.1,1046.2
OD012288,O02377,P0169,2,251.02,502.04
OD012289,O12392,P0130,3,471.59,1414.77
