OrderID,CustomerID,StoreID,OrderDate,OrderTime,OrderDateTime,Status,TotalAmount,DeliveryTime_minutes
O04727,C1901,S034,2025-11-28,08:20:17,2025-11-28 08:20:17,cancelled,0.0,0
O04728,C2620,S019,2025-10-22,13:27:22,2025-10-22 13:27:22,completed,196.5,22
O04729,C0416,S049,2025-10-27,23:34:06,2025-10-27 23:34:06,completed,1683.48,24
O04730,C0357,S038,2025-11-03,19:34:38,2025-11-03 19:34:38,cancelled,0.0,0
O04731,C0636,S029,2025-11-27,03:14:00,2025-11-27 03:14:00,cancelled,0.0,0
O04732,C0051,S031,2025-10-27,02:39:49,2025-10-27 02:39:49,completed,1502.16,37
O04733,C0166,S001,2025-11-26,01:46:58,2025-11-26 01:46:58,completed,584.49,41
O04734,C0008,S022,2025-11-08,12:14:05,2025-11-08 12:14:05,completed,267.88,42
O04735,C0487,S015,2025-10-28,07:48:13,2025-10-28 07:48:13,cancelled,0.0,0
O04736,C2590,S020,2025-11-25,04:08:09,2025-11-25 04:08:09,cancelled,0.0,0
O04737,C0126,S006,2025-11-14,04:50:47,2025-11-14 04:50:47,completed,1001.94,36
O04738,C1736,S008,2025-10-31,07:44:35,2025-10-31 07:44:35,completed,905.36,39
O04739,C0375,S008,2025-11-18,09:49:38,2025-11-18 09:49:38,cancelled,0.0,0
O04740,C2126,S022,2025-10-18,05:52:16,2025-10-18 05:52:16,completed,713.93,39
O04741,C1532,S027,2025-11-05,04:24:39,2025-11-05 04:24:39,completed,122.15,44
O04742,C0985,S018,2025-11-12,15:13:44,2025-11-12 15:13:44,completed,1621.52,37
O04743,C0998,S021,2025-10-23,05:56:25,2025-10-23 05:56:25,cancelled,0.0,0
O04744,C1281,S045,2025-10-19,01:02:47,2025-10-19 01:02:47,cancelled,0.0,0
O04745,C1235,S042,2025-11-10,16:12:21,2025-11-10 16:12:21,completed,1733.68,40
O04746,C2555,S050,2025-11-26,23:47:37,2025-11-26 23:47:37,cancelled,0.0,0
O04747,C1145,S005,2025-11-18,19:34:04,2025-11-18 19:34:04,cancelled,0.0,0
O04748,C2743,S039,2025-11-09,18:29:56,2025-11-09 18:29:56,cancelled,0.0,0
O04749,C2547,S021,2025-12-01,18:59:15,2025-12-01 18:59:15,completed,1963.36,30
O04750,C2485,S027,2025-11-25,03:57:45,2025-11-25 03:57:45,cancelled,0.0,0
O04751,C2875,S039,2025-11-06,11:54:04,2025-11-06 11:54:04,cancelled,0.0,0
O04752,C1874,S025,2025-11-13,20:25:51,2025-11-13 20:25:51,cancelled,0.0,0
O04753,C0231,S018,2025-11-07,12:59:51,2025-11-07 12:59:51,cancelled,0.0,0
O04754,C1616,S013,2025-11-16,08:04:29,2025-11-16 08:04:29,completed,1734.03,33
O04755,C2447,S030,2025-10-18,09:22:31,2025-10-18 09:22:31,completed,1095.46,38
O04756,C0267,S047,2025-11-25,05:14:18,2025-11-25 05:14:18,cancelled,0.0,0
O04757,C2216,S022,2025-11-25,06:02:15,2025-11-25 06:02:15,completed,704.23,43
O04758,C2567,S018,2025-10-30,11:42:44,2025-10-30 11:42:44,cancelled,0.0,0
O04759,C0135,S027,2025-10-24,04:13:46,2025-10-24 04:13:46,cancelled,0.0,0
O04760,C2999,S048,2025-11-04,21:13:58,2025-11-04 21:13:58,cancelled,0.0,0
O04761,C1599,S001,2025-11-12,15:41:06,2025-11-12 15:41:06,cancelled,0.0,0
O04762,C2067,S039,2025-11-28,10:46:47,2025-11-28 10:46:47,completed,383.45,15
O04763,C0846,S008,2025-11-03,08:54:06,2025-11-03 08:54:06,cancelled,0.0,0
O04764,C1703,S030,2025-10-23,19:38:21,2025-10-23 19:38:21,completed,907.92,17
O04765,C0675,S017,2025-11-01,06:34:25,2025-11-01 06:34:25,cancelled,0.0,0
O04766,C2859,S010,2025-10-26,16:43:25,2025-10-26 16:43:25,completed,1371.06,15
O04767,C0073,S017,2025-11-14,01:55:09,2025-11-14 01:55:09,cancelled,0.0,0
O04768,C2892,S030,2025-10-20,02:02:16,2025-10-20 02:02:16,completed,1687.95,16
O04769,C0864,S006,2025-10-30,14:57:04,2025-10-30 14:57:04,completed,726.58,24
O04770,C0770,S013,2025-11-09,20:55:41,2025-11-09 20:55:41,cancelled,0.0,0
O04771,C1640,S048,2025-10-19,20:13:58,2025-10-19 20:13:58,cancelled,0.0,0
O04772,C0852,S021,2025-11-04,07:37:41,2025-11-04 07:37:41,completed,635.54,16
O04773,C2531,S019,2025-11-09,14:53:38,2025-11-09 14:53:38,completed,769.62,30
O04774,C1434,S014,2025-11-03,13:34:11,2025-11-03 13:34:11,completed,291.28,16
O04775,C2656,S007,2025-11-24,12:29:06,2025-11-24 12:29:06,cancelled,0.0,0
O04776,C1299,S030,2025-10-26,15:20:57,2025-10-26 15:20:57,completed,721.59,24
O04777,C2386,S046,2025-11-30,18:28:02,2025-11-30 18:28:02,completed,611.41,37
O04778,C2338,S012,2025-11-20,07:49:38,2025-11-20 07:49:38,cancelled,0.0,0
O04779,C2328,S008,2025-11-12,14:01:31,2025-11-12 14:01:31,completed,1726.62,29
O04780,C0143,S012,2025-11-10,01:16:17,2025-11-10 01:16:17,completed,1348.77,45
O04781,C2796,S026,2025-11-03,12:41:32,2025-11-03 12:41:32,cancelled,0.0,0
O04782,C1139,S004,2025-10-28,23:09:44,2025-10-28 23:09:44,completed,711.89,39
O04783,C2918,S013,2025-11-03,12:25:06,2025-11-03 12:25:06,cancelled,0.0,0
O04784,C1727,S004,2025-10-18,20:21:23,2025-10-18 20:21:23,cancelled,0.0,0
O04785,C2567,S010,2025-11-24,09:31:11,2025-11-24 09:31:11,cancelled,0.0,0
O04786,C0445,S041,2025-10-18,02:53:13,2025-10-18 02:53:13,completed,698.57,27
O04787,C0656,S022,2025-11-09,22:08:04,2025-11-09 22:08:04,completed,179.76,23
O04788,C1921,S011,2025-11-16,06:19:46,2025-11-16 06:19:46,completed,1512.1,28
O04789,C0017,S039,2025-11-04,05:04:29,2025-11-04 05:04:29,completed,1101.88,22
O04790,C0463,S043,2025-10-22,17:58:12,2025-10-22 17:58:12,completed,555.57,15
O04791,C0914,S029,2025-11-30,09:07:58,2025-11-30 09:07:58,cancelled,0.0,0
O04792,C0987,S005,2025-11-14,13:19:10,2025-11-14 13:19:10,cancelled,0.0,0
O04793,C0666,S031,2025-11-15,09:55:03,2025-11-15 09:55:03,cancelled,0.0,0
O04794,C2295,S027,2025-10-26,10:58:10,2025-10-26 10:58:10,cancelled,0.0,0
O04795,C2037,S045,2025-11-01,03:55:13,2025-11-01 03:55:13,completed,260.74,41
O04796,C0575,S040,2025-11-28,15:37:36,2025-11-28 15:37:36,cancelled,0.0,0
O04797,C2875,S019,2025-11-13,00:38:36,2025-11-13 00:38:36,completed,1270.65,44
O04798,C0931,S040,2025-11-19,16:04:45,2025-11-19 16:04:45,cancelled,0.0,0
O04799,C0713,S001,2025-11-13,21:22:49,2025-11-13 21:22:49,completed,1816.89,38
O04800,C0289,S025,2025-11-13,05:28:11,2025-11-13 05:28:11,cancelled,0.0,0
O04801,C2827,S002,2025-11-18,22:01:42,2025-11-18 22:01:42,cancelled,0.0,0
O04802,C0274,S047,2025-11-09,16:30:36,2025-11-09 16:30:36,cancelled,0.0,0
O04803,C2806,S008,2025-12-01,09:22:03,2025-12-01 09:22:03,cancelled,0.0,0
O04804,C2731,S043,2025-11-19,19:33:38,2025-11-19 19:33:38,cancelled,0.0,0
O04805,C0977,S040,2025-10-26,23:27:57,2025-10-26 23:27:57,cancelled,0.0,0
O04806,C0558,S047,2025-11-05,11:39:16,2025-11-05 11:39:16,completed,902.52,41
O04807,C0385,S005,2025-10-27,18:44:54,2025-10-27 18:44:54,completed,862.28,15
O04808,C0752,S002,2025-11-14,06:09:23,2025-11-14 06:09:23,cancelled,0.0,0
O04809,C0271,S046,2025-11-07,05:52:36,2025-11-07 05:52:36,completed,1455.94,28
O04810,C0674,S011,2025-11-26,05:38:42,2025-11-26 05:38:42,cancelled,0.0,0
O04811,C0351,S023,2025-11-05,06:21:25,2025-11-05 06:21:25,cancelled,0.0,0
O04812,C0394,S033,2025-10-29,10:15:51,2025-10-29 10:15:51,completed,419.92,24
O04813,C2450,S031,2025-10-21,00:16:58,2025-10-21 00:16:58,completed,864.36,20
O04814,C0291,S032,2025-10-30,05:17:03,2025-10-30 05:17:03,completed,713.41,25
O04815,C0103,S020,2025-11-14,13:56:20,2025-11-14 13:56:20,cancelled,0.0,0
O04816,C2542,S010,2025-11-22,19:00:07,2025-11-22 19:00:07,cancelled,0.0,0
O04817,C2664,S008,2025-10-28,01:35:39,2025-10-28 01:35:39,completed,1440.75,26
O04818,C0779,S049,2025-11-11,15:04:09,2025-11-11 15:04:09,cancelled,0.0,0
O04819,C2352,S037,2025-10-20,22:04:12,2025-10-20 22:04:12,cancelled,0.0,0
O04820,C1425,S005,2025-10-26,12:46:44,2025-10-26 12:46:44,completed,1318.31,29
O04821,C0040,S024,2025-11-01,04:28:22,2025-11-01 04:28:22,cancelled,0.0,0
O04822,C1831,S034,2025-11-27,05:27:18,2025-11-27 05:27:18,completed,420.39,19
O04823,C0262,S042,2025-10-28,01:34:55,2025-10-28 01:34:55,cancelled,0.0,0
O04824,C2607,S043,2025-11-18,07:37:43,2025-11-18 07:37:43,cancelled,0.0,0
O04825,C2670,S007,2025-11-16,11:57:38,2025-11-16 11:57:38,completed,981.15,44
O04826,C2546,S017,2025-11-06,18:53:32,2025-11-06 18:53:32,cancelled,0.0,0
O04827,C2297,S046,2025-11-24,15:58:36,2025-11-24 15:58:36,completed,635.29,36
O04828,C0746,S042,2025-10-29,09:27:34,2025-10-29 09:27:34,completed,1477.67,18
O04829,C0076,S023,2025-11-06,02:00:10,2025-11-06 02:00:10,completed,1149.66,37
O04830,C0682,S003,2025-11-22,14:52:55,2025-11-22 14:52:55,completed,1446.21,17
O04831,C2684,S036,2025-10-23,01:46:58,2025-10-23 01:46:58,cancelled,0.0,0
O04832,C1990,S030,2025-11-06,09:03:20,2025-11-06 09:03:20,cancelled,0.0,0
O04833,C2629,S016,2025-11-10,13:06:10,2025-11-10 13:06:10,completed,166.68,30
O04834,C0463,S026,2025-10-24,16:06:12,2025-10-24 16:06:12,cancelled,0.0,0
O04835,C1622,S032,2025-11-22,17:00:19,2025-11-22 17:00:19,cancelled,0.0,0
O04836,C0008,S043,2025-10-21,07:27:03,2025-10-21 07:27:03,cancelled,0.0,0
O04837,C0978,S022,2025-11-13,21:25:06,2025-11-13 21:25:06,completed,604.4,41
O04838,C0558,S003,2025-11-20,08:28:03,2025-11-20 08:28:03,completed,1860.52,39
O04839,C1364,S050,2025-11-25,04:18:46,2025-11-25 04:18:46,cancelled,0.0,0
O04840,C0769,S003,2025-10-25,23:01:13,2025-10-25 23:01:13,cancelled,0.0,0
O04841,C1766,S010,2025-11-14,10:16:17,2025-11-14 10:16:17,cancelled,0.0,0
O04842,C2241,S037,2025-11-04,06:16:06,2025-11-04 06:16:06,cancelled,0.0,0
O04843,C0549,S009,2025-12-01,10:51:28,2025-12-01 10:51:28,completed,287.98,20
O04844,C2510,S029,2025-11-20,17:28:24,2025-11-20 17:28:24,completed,1131.99,35
O04845,C1382,S018,2025-10-24,07:22:21,2025-10-24 07:22:21,cancelled,0.0,0
O04846,C1326,S018,2025-11-05,21:03:23,2025-11-05 21:03:23,completed,1325.57,44
O04847,C1013,S048,2025-10-22,11:13:25,2025-10-22 11:13:25,cancelled,0.0,0
O04848,C0503,S035,2025-11-10,00:43:33,2025-11-10 00:43:33,cancelled,0.0,0
O04849,C1686,S006,2025-11-17,22:16:26,2025-11-17 22:16:26,cancelled,0.0,0
O04850,C1382,S033,2025-11-18,18:05:30,2025-11-18 18:05:30,cancelled,0.0,0
O04851,C0866,S019,2025-11-30,11:04:12,2025-11-30 11:04:12,cancelled,0.0,0
O04852,C0024,S011,2025-11-16,09:13:18,2025-11-16 09:13:18,completed,1533.19,15
O04853,C2270,S039,2025-10-28,08:39:03,2025-10-28 08:39:03,cancelled,0.0,0
O04854,C2756,S040,2025-10-20,03:58:25,2025-10-20 03:58:25,completed,498.25,33
O04855,C2028,S013,2025-10-24,04:22:34,2025-10-24 04:22:34,cancelled,0.0,0
O04856,C0945,S032,2025-11-26,18:54:31,2025-11-26 18:54:31,completed,734.14,41
O04857,C1401,S046,2025-11-17,20:39:05,2025-11-17 20:39:05,cancelled,0.0,0
O04858,C1676,S031,2025-11-06,14:32:42,2025-11-06 14:32:42,cancelled,0.0,0
O04859,C0642,S019,2025-10-31,08:13:53,2025-10-31 08:13:53,cancelled,0.0,0
O04860,C0418,S002,2025-10-29,02:00:30,2025-10-29 02:00:30,completed,1585.91,33
O04861,C1202,S010,2025-10-23,12:02:00,2025-10-23 12:02:00,cancelled,0.0,0
O04862,C1389,S011,2025-11-07,14:46:13,2025-11-07 14:46:13,completed,1183.83,41
O04863,C1832,S014,2025-11-12,22:45:38,2025-11-12 22:45:38,cancelled,0.0,0
O04864,C2175,S045,2025-11-07,03:22:18,2025-11-07 03:22:18,completed,1340.83,26
O04865,C0673,S030,2025-10-18,03:23:07,2025-10-18 03:23:07,completed,1698.18,43
O04866,C1686,S028,2025-11-28,13:27:08,2025-11-28 13:27:08,cancelled,0.0,0
O04867,C1691,S018,2025-10-28,18:30:35,2025-10-28 18:30:35,completed,933.93,26
O04868,C1078,S047,2025-11-04,01:22:55,2025-11-04 01:22:55,cancelled,0.0,0
O04869,C2667,S044,2025-10-20,19:58:09,2025-10-20 19:58:09,completed,318.38,41
O04870,C1757,S041,2025-11-30,02:57:41,2025-11-30 02:57:41,completed,245.86,15
O04871,C0360,S005,2025-10-31,12:11:48,2025-10-31 12:11:48,cancelled,0.0,0
O04872,C0518,S012,2025-11-24,13:35:12,2025-11-24 13:35:12,completed,1304.28,19
O04873,C0016,S049,2025-11-04,15:43:09,2025-11-04 15:43:09,completed,118.82,37
O04874,C2261,S009,2025-11-12,03:25:15,2025-11-12 03:25:15,completed,155.19,23
O04875,C2111,S041,2025-11-23,01:18:24,2025-11-23 01:18:24,completed,151.05,25
O04876,C1886,S005,2025-10-24,12:42:11,2025-10-24 12:42:11,completed,1093.19,43
O04877,C2098,S048,2025-11-01,14:49:47,2025-11-01 14:49:47,cancelled,0.0,0
O04878,C0463,S047,2025-10-29,13:45:45,2025-10-29 13:45:45,cancelled,0.0,0
O04879,C1750,S026,2025-11-19,07:54:50,2025-11-19 07:54:50,completed,1312.6,45
O04880,C0370,S027,2025-10-23,04:13:49,2025-10-23 04:13:49,completed,983.76,31
O04881,C2885,S034,2025-12-01,12:26:44,2025-12-01 12:26:44,cancelled,0.0,0
O04882,C2639,S007,2025-10-19,05:17:12,2025-10-19 05:17:12,cancelled,0.0,0
O04883,C1233,S014,2025-11-20,14:19:18,2025-11-20 14:19:18,cancelled,0.0,0
O04884,C1702,S024,2025-11-06,08:17:54,2025-11-06 08:17:54,cancelled,0.0,0
O04885,C2928,S039,2025-11-02,10:18:26,2025-11-02 10:18:26,completed,398.06,42
O04886,C1945,S027,2025-10-25,07:55:43,2025-10-25 07:55:43,cancelled,0.0,0
O04887,C1370,S008,2025-10-25,08:06:16,2025-10-25 08:06:16,completed,1834.66,34
O04888,C1673,S003,2025-10-24,02:42:58,2025-10-24 02:42:58,cancelled,0.0,0
O04889,C0591,S032,2025-10-23,19:39:16,2025-10-23 19:39:16,completed,1486.73,18
O04890,C0127,S050,2025-11-06,08:16:55,2025-11-06 08:16:55,completed,670.18,35
O04891,C0069,S011,2025-11-05,19:05:54,2025-11-05 19:05:54,completed,1473.64,40
O04892,C2217,S050,2025-11-03,13:33:10,2025-11-03 13:33:10,cancelled,0.0,0
O04893,C1978,S021,2025-11-26,18:28:41,2025-11-26 18:28:41,completed,476.17,17
O04894,C0630,S049,2025-11-13,08:12:34,2025-11-13 08:12:34,cancelled,0.0,0
O04895,C2611,S032,2025-10-30,23:23:11,2025-10-30 23:23:11,cancelled,0.0,0
O04896,C2118,S004,2025-10-21,15:36:11,2025-10-21 15:36:11,cancelled,0.0,0
O04897,C1082,S001,2025-10-25,02:27:25,2025-10-25 02:27:25,cancelled,0.0,0
O04898,C0310,S042,2025-11-29,09:28:53,2025-11-29 09:28:53,cancelled,0.0,0
O04899,C1733,S046,2025-11-29,03:46:08,2025-11-29 03:46:08,completed,981.71,31
O04900,C0034,S032,2025-11-16,10:03:35,2025-11-16 10:03:35,completed,924.18,31
O04901,C0762,S001,2025-11-11,13:55:00,2025-11-11 13:55:00,cancelled,0.0,0
O04902,C0861,S016,2025-10-22,14:25:23,2025-10-22 14:25:23,cancelled,0.0,0
O04903,C2707,S036,2025-10-30,17:32:12,2025-10-30 17:32:12,completed,1446.74,41
O04904,C0356,S034,2025-11-19,12:39:58,2025-11-19 12:39:58,cancelled,0.0,0
O04905,C1958,S014,2025-10-20,19:05:06,2025-10-20 19:05:06,cancelled,0.0,0
O04906,C1052,S004,2025-11-04,05:36:37,2025-11-04 05:36:37,completed,1930.48,25
O04907,C1668,S001,2025-11-22,06:48:50,2025-11-22 06:48:50,completed,1094.94,16
O04908,C0893,S013,2025-11-05,11:21:31,2025-11-05 11:21:31,completed,1476.56,19
O04909,C2687,S021,2025-12-01,12:32:14,2025-12-01 12:32:14,cancelled,0.0,0
O04910,C1155,S018,2025-10-20,07:58:44,2025-10-20 07:58:44,completed,1764.45,24
O04911,C1110,S037,2025-11-10,23:27:56,2025-11-10 23:27:56,completed,1353.03,20
O04912,C2258,S009,2025-11-10,14:12:56,2025-11-10 14:12:56,cancelled,0.0,0
O04913,C2957,S018,2025-10-22,00:50:58,2025-10-22 00:50:58,completed,1680.92,24
O04914,C2609,S013,2025-10-28,17:13:23,2025-10-28 17:13:23,cancelled,0.0,0
O04915,C2231,S046,2025-11-09,13:02:28,2025-11-09 13:02:28,cancelled,0.0,0
O04916,C2627,S003,2025-10-21,17:09:48,2025-10-21 17:09:48,completed,1397.45,36
O04917,C0668,S027,2025-11-21,04:43:50,2025-11-21 04:43:50,cancelled,0.0,0
O04918,C0414,S050,2025-10-27,18:24:00,2025-10-27 18:24:00,completed,916.56,45
O04919,C1344,S044,2025-10-30,20:51:13,2025-10-30 20:51:13,cancelled,0.0,0
O04920,C0078,S025,2025-11-28,17:31:52,2025-11-28 17:31:52,completed,563.19,36
O04921,C1865,S001,2025-11-20,12:06:12,2025-11-20 12:06:12,completed,1724.95,23
O04922,C2425,S022,2025-11-12,20:32:16,2025-11-12 20:32:16,cancelled,0.0,0
O04923,C1978,S040,2025-11-21,10:27:06,2025-11-21 10:27:06,completed,1451.68,45
O04924,C1006,S012,2025-11-18,12:35:50,2025-11-18 12:35:50,completed,1283.0,42
O04925,C1140,S048,2025-10-22,07:45:12,2025-10-22 07:45:12,completed,1906.93,26
O04926,C2424,S032,2025-10-26,17:53:39,2025-10-26 17:53:39,completed,1727.58,15
O04927,C2282,S006,2025-11-28,08:29:00,2025-11-28 08:29:00,cancelled,0.0,0
O04928,C1656,S046,2025-11-17,00:01:59,2025-11-17 00:01:59,completed,218.82,21
O04929,C0761,S040,2025-11-06,05:03:47,2025-11-06 05:03:47,cancelled,0.0,0
O04930,C0658,S042,2025-11-08,01:00:52,2025-11-08 01:00:52,completed,1330.01,37
O04931,C2414,S018,2025-10-27,16:33:26,2025-10-27 16:33:26,cancelled,0.0,0
O04932,C0906,S050,2025-11-16,15:59:47,2025-11-16 15:59:47,cancelled,0.0,0
O04933,C1207,S036,2025-10-18,00:09:43,2025-10-18 00:09:43,cancelled,0.0,0
O04934,C2609,S013,2025-10-26,01:44:15,2025-10-26 01:44:15,cancelled,0.0,0
O04935,C0907,S031,2025-11-17,11:12:14,2025-11-17 11:12:14,completed,506.04,36
O04936,C0712,S033,2025-11-01,00:05:09,2025-11-01 00:05:09,cancelled,0.0,0
O04937,C2842,S033,2025-11-06,05:21:19,2025-11-06 05:21:19,completed,1325.67,15
O04938,C0966,S028,2025-11-09,11:34:20,2025-11-09 11:34:20,completed,1617.67,36
O04939,C0024,S038,2025-11-12,20:34:11,2025-11-12 20:34:11,completed,1945.68,24
O04940,C1924,S024,2025-11-02,07:10:53,2025-11-02 07:10:53,completed,776.5,20
O04941,C0136,S011,2025-10-19,23:43:25,2025-10-19 23:43:25,completed,570.52,31
O04942,C1028,S050,2025-11-03,07:03:52,2025-11-03 07:03:52,cancelled,0.0,0
O04943,C1506,S043,2025-11-16,18:49:10,2025-11-16 18:49:10,cancelled,0.0,0
O04944,C0357,S018,2025-11-15,23:25:12,2025-11-15 23:25:12,cancelled,0.0,0
O04945,C0776,S002,2025-10-26,18:46:27,2025-10-26 18:46:27,completed,1540.23,45
O04946,C2882,S033,2025-12-01,13:11:17,2025-12-01 13:11:17,cancelled,0.0,0
O04947,C2147,S050,2025-11-27,00:03:23,2025-11-27 00:03:23,completed,1447.75,15
O04948,C2124,S001,2025-11-15,19:07:32,2025-11-15 19:07:32,completed,455.65,42
O04949,C1090,S049,2025-11-27,23:22:07,2025-11-27 23:22:07,cancelled,0.0,0
O04950,C1346,S022,2025-10-19,16:51:09,2025-10-19 16:51:09,cancelled,0.0,0
O04951,C1534,S047,2025-11-10,06:21:28,2025-11-10 06:21:28,cancelled,0.0,0
O04952,C1385,S039,2025-11-18,04:50:57,2025-11-18 04:50:57,cancelled,0.0,0
O04953,C0196,S015,2025-10-26,08:42:33,2025-10-26 08:42:33,completed,1681.36,17
O04954,C0782,S007,2025-11-28,13:06:20,2025-11-28 13:06:20,completed,112.21,42
O04955,C0589,S021,2025-11-24,02:40:17,2025-11-24 02:40:17,cancelled,0.0,0
O04956,C0710,S025,2025-11-12,19:51:55,2025-11-12 19:51:55,completed,1745.55,19
O04957,C1770,S012,2025-11-11,13:02:25,2025-11-11 13:02:25,completed,1639.94,30
O04958,C2567,S039,2025-11-13,03:48:47,2025-11-13 03:48:47,completed,1556.96,17
O04959,C1391,S019,2025-10-19,18:08:56,2025-10-19 18:08:56,completed,171.68,25
O04960,C2921,S045,2025-11-23,21:42:00,2025-11-23 21:42:00,cancelled,0.0,0
O04961,C0784,S043,2025-11-03,17:51:06,2025-11-03 17:51:06,cancelled,0.0,0
O04962,C2279,S023,2025-11-11,09:00:12,2025-11-11 09:00:12,completed,725.32,29
O04963,C1062,S024,2025-10-28,13:04:39,2025-10-28 13:04:39,cancelled,0.0,0
O04964,C0212,S028,2025-11-21,08:40:52,2025-11-21 08:40:52,completed,1337.27,19
O04965,C1052,S037,2025-11-28,09:53:56,2025-11-28 09:53:56,completed,962.92,41
O04966,C1202,S045,2025-11-22,16:12:24,2025-11-22 16:12:24,completed,531.14,36
O04967,C0211,S047,2025-10-22,06:06:16,2025-10-22 06:06:16,completed,423.71,27
O04968,C0409,S018,2025-11-24,00:31:27,2025-11-24 00:31:27,cancelled,0.0,0
O04969,C2733,S025,2025-10-26,07:04:35,2025-10-26 07:04:35,completed,1397.51,33
O04970,C1362,S046,2025-10-19,22:08:26,2025-10-19 22:08:26,cancelled,0.0,0
O04971,C0694,S043,2025-10-27,22:06:16,2025-10-27 22:06:16,completed,1012.99,15
O04972,C0242,S033,2025-11-14,04:47:31,2025-11-14 04:47:31,cancelled,0.0,0
O04973,C1774,S009,2025-10-21,21:50:13,2025-10-21 21:50:13,cancelled,0.0,0
O04974,C0877,S037,2025-11-18,11:55:08,2025-11-18 11:55:08,completed,458.58,27
O04975,C1482,S037,2025-11-06,02:04:15,2025-11-06 02:04:15,cancelled,0.0,0
O04976,C2603,S025,2025-11-11,05:43:46,2025-11-11 05:43:46,cancelled,0.0,0
O04977,C0267,S048,2025-10-20,18:41:34,2025-10-20 18:41:34,completed,809.52,40
O04978,C1716,S021,2025-11-09,23:24:36,2025-11-09 23:24:36,completed,882.27,44
O04979,C2313,S021,2025-10-28,12:02:05,2025-10-28 12:02:05,completed,1302.4,18
O04980,C1482,S008,2025-11-07,23:23:07,2025-11-07 23:23:07,cancelled,0.0,0
O04981,C2763,S006,2025-11-04,11:55:51,2025-11-04 11:55:51,cancelled,0.0,0
O04982,C1024,S009,2025-11-11,21:07:25,2025-11-11 21:07:25,cancelled,0.0,0
O04983,C1679,S008,2025-11-13,08:03:50,2025-11-13 08:03:50,cancelled,0.0,0
O04984,C1815,S001,2025-11-20,05:40:39,2025-11-20 05:40:39,completed,376.99,29
O04985,C1691,S005,2025-11-12,08:19:50,2025-11-12 08:19:50,cancelled,0.0,0
O04986,C2979,S042,2025-10-25,04:58:59,2025-10-25 04:58:59,completed,1873.3,25
O04987,C2333,S041,2025-11-04,17:18:00,2025-11-04 17:18:00,completed,469.47,34
O04988,C0437,S025,2025-11-08,11:16:00,2025-11-08 11:16:00,completed,969.47,27
O04989,C1886,S035,2025-10-25,05:30:03,2025-10-25 05:30:03,cancelled,0.0,0
O04990,C1293,S027,2025-11-02,13:43:17,2025-11-02 13:43:17,cancelled,0.0,0
O04991,C0272,S020,2025-12-01,00:41:40,2025-12-01 00:41:40,cancelled,0.0,0
O04992,C2864,S012,2025-11-18,19:28:09,2025-11-18 19:28:09,cancelled,0.0,0
O04993,C0921,S044,2025-11-25,17:13:19,2025-11-25 17:13:19,completed,836.82,33
O04994,C2568,S046,2025-11-17,11:35:55,2025-11-17 11:35:55,cancelled,0.0,0
O04995,C2933,S018,2025-11-26,00:20:40,2025-11-26 00:20:40,cancelled,0.0,0
O04996,C2447,S022,2025-12-01,05:56:38,2025-12-01 05:56:38,completed,1542.11,22
O04997,C1190,S037,2025-10-29,07:20:16,2025-10-29 07:20:16,cancelled,0.0,0
O04998,C1577,S024,2025-11-15,00:42:57,2025-11-15 00:42:57,cancelled,0.0,0
O04999,C1387,S027,2025-11-26,21:51:30,2025-11-26 21:51:30,completed,1228.84,21
O05000,C1263,S045,2025-10-29,09:11:42,2025-10-29 09:11:42,cancelled,0.0,0
O05001,C0723,S023,2025-10-21,06:10:57,2025-10-21 06:10:57,completed,451.91,15
O05002,C1851,S028,2025-10-24,21:36:26,2025-10-24 21:36:26,completed,1865.48,16
O05003,C2627,S021,2025-10-21,22:14:01,2025-10-21 22:14:01,cancelled,0.0,0
O05004,C2082,S041,2025-10-24,10:28:29,2025-10-24 10:28:29,completed,633.98,18
O05005,C2538,S010,2025-11-07,00:10:00,2025-11-07 00:10:00,completed,459.86,39
O05006,C1795,S050,2025-11-23,09:50:01,2025-11-23 09:50:01,cancelled,0.0,0
O05007,C1830,S031,2025-11-13,02:04:04,2025-11-13 02:04:04,completed,577.97,39
O05008,C0127,S035,2025-11-01,15:05:46,2025-11-01 15:05:46,completed,1913.41,42
O05009,C2437,S011,2025-11-17,18:45:05,2025-11-17 18:45:05,cancelled,0.0,0
O05010,C1896,S034,2025-11-30,00:25:38,2025-11-30 00:25:38,completed,465.52,17
O05011,C1319,S033,2025-10-30,18:02:41,2025-10-30 18:02:41,completed,209.02,41
O05012,C1854,S004,2025-10-23,16:12:27,2025-10-23 16:12:27,completed,1593.6,38
O05013,C1113,S021,2025-11-28,23:55:59,2025-11-28 23:55:59,completed,815.57,40
O05014,C1760,S047,2025-12-01,06:12:12,2025-12-01 06:12:12,cancelled,0.0,0
O05015,C2019,S023,2025-10-30,09:32:40,2025-10-30 09:32:40,completed,1854.11,19
O05016,C1017,S013,2025-10-18,11:36:11,2025-10-18 11:36:11,completed,752.09,26
O05017,C1691,S032,2025-11-26,01:59:32,2025-11-26 01:59:32,cancelled,0.0,0
O05018,C2371,S032,2025-11-14,19:23:10,2025-11-14 19:23:10,cancelled,0.0,0
O05019,C1828,S031,2025-10-19,11:55:45,2025-10-19 11:55:45,cancelled,0.0,0
O05020,C0264,S007,2025-11-05,19:24:04,2025-11-05 19:24:04,completed,1131.44,23
O05021,C0611,S032,2025-10-30,19:46:15,2025-10-30 19:46:15,completed,1459.81,44
